text,text_clean,rating,sentiment
Barang Bagus dan Harga mantap murahnya,barang bagus dan harga mantap murahnya,3,Neutral
Tdk ada logo jbl nya huuuuffff,tdk ada logo jbl nya huuuuffff,3,Neutral
"ukuran sesuai, warna sesuai, hanya ada cacat sedikit pada bagian insole sepatu. seperti bekas tercabik kecil2. mungkin barang display jadi sering dicoba.",ukuran sesuai warna sesuai hanya ada cacat sedikit pada bagian insole sepatu seperti bekas tercabik kecil mungkin barang display jadi sering dicoba,3,Neutral
Kaya bukan baru yh. Ko lain sama yg di rumah. Tp gpp lah smoga awet,kaya bukan baru yh ko lain sama yg di rumah tp gpp lah smoga awet,3,Neutral
"Barang sudah sampai,tp pas dicoba putus nyambung mulu,apalagi klo kegeser dikit,kadang konek kadang engga",barang sudah sampai tp pas dicoba putus nyambung mulu apalagi klo kegeser dikit kadang konek kadang engga,3,Neutral
Sesuai siih cma ngirinya lama.,sesuai siih cma ngirinya lama,3,Neutral
"Barang sesuai deskripsi,,cuma ga ada boxnya...",barang sesuai deskripsi cuma ga ada boxnya,3,Neutral
Belum sempat pakai....tapi kelihatannya bagus dan awet,belum sempat pakai tapi kelihatannya bagus dan awet,3,Neutral
udah sampai om..tapi antara barang yg d pajang sm yg datang  lain corak..dan juga gak ada tulisan kettler di handgrip nya..,udah sampai om tapi antara barang yg d pajang sm yg datang lain corak dan juga gak ada tulisan kettler di handgrip nya,3,Neutral
"lumayan, tpi ada aroma tdk nyaman dari matrasnya",lumayan tpi ada aroma tdk nyaman dari matrasnya,3,Neutral
"Terimakasih, sdh di terima
kualitas OK sesuai harga",terimakasih sdh di terima kualitas ok sesuai harga,3,Neutral
Pengiriman Telat dan hrs direset + update Systemnya dulu agar HP bisa nyala.,pengiriman telat dan hrs direset update systemnya dulu agar hp bisa nyala,3,Neutral
Semua warna putih semua,semua warna putih semua,3,Neutral
"barang sudah diterima, tapi ternyata mereknya YT bukan JBL. Meski sadar diri juga harga segini. Tapi saran next meskinya penjual gak perlu sebut merek JBL deh biar rezekinya barokah.",barang sudah diterima tapi ternyata mereknya yt bukan jbl meski sadar diri juga harga segini tapi saran next meskinya penjual gak perlu sebut merek jbl deh biar rezekinya barokah,3,Neutral
"sudah diterima dengan baik, cuma suaranya kecil",sudah diterima dengan baik cuma suaranya kecil,3,Neutral
"Kurang oke barangnya, tipis alasnya.. tapi lumayanlah sesuai harga..",kurang oke barangnya tipis alasnya tapi lumayanlah sesuai harga,3,Neutral
"Barang bagus n cepet sampai,tapi sayang cantolan dari braket ke tempat hp ny longgar",barang bagus n cepet sampai tapi sayang cantolan dari braket ke tempat hp ny longgar,3,Neutral
"barang sudah sampai gan,soal kualitas,coba besok akan aq buat main",barang sudah sampai gan soal kualitas coba besok akan aq buat main,3,Neutral
thanks barangnya sudah sampe walau satu karetnya ilang,thanks barangnya sudah sampe walau satu karetnya ilang,3,Neutral
Lumayan bagus..................,lumayan bagus,3,Neutral
"alhamdulillah sudah sampai,semoga bermanfaat...",alhamdulillah sudah sampai semoga bermanfaat,3,Neutral
barang udah smpai..sesuai dgn gambar..,barang udah smpai sesuai dgn gambar,3,Neutral
Untuk ukuran 36 sempit. Muat y muat tp maksa. Trims,untuk ukuran sempit muat y muat tp maksa trims,3,Neutral
B aja sih sebenernya. Yaaa paling engga bisa buat ngetik sampe 3 atau 6 bulan ke depan,b aja sih sebenernya yaaa paling engga bisa buat ngetik sampe atau bulan ke depan,3,Neutral
Sesuai dengan produk yg di tampilkan,sesuai dengan produk yg di tampilkan,3,Neutral
"Pengiriman cepat, respon pedagan baik, barang terlihat kuat, kokoh n premium, tp sayang sering jumping klo di pakai mengarah ke atas.",pengiriman cepat respon pedagan baik barang terlihat kuat kokoh n premium tp sayang sering jumping klo di pakai mengarah ke atas,3,Neutral
"murah, bisa pakai tapi gak ada kotak nya",murah bisa pakai tapi gak ada kotak nya,3,Neutral
Barang yang dikirim penjual tidak sesuai deskripsi (Holder Braket Handphone Di Spion Motor Anti Air Waterproof Ukuran L) tapi yang dikirim XL. Penjelasan tentang ukuran L tidak rinci seperti panjang x lebar.,barang yang dikirim penjual tidak sesuai deskripsi holder braket handphone di spion motor anti air waterproof ukuran l tapi yang dikirim xl penjelasan tentang ukuran l tidak rinci seperti panjang x lebar,3,Neutral
terima kasih gan..brang dah nyampai rumah...moga tambah sukses,terima kasih gan brang dah nyampai rumah moga tambah sukses,3,Neutral
kiriman cepat datangnya gan...thanks atas responnya,kiriman cepat datangnya gan thanks atas responnya,3,Neutral
Makasih..............,makasih,3,Neutral
"Barang ga sesuai display ya. Barang yg dikirim ga ada logonya, polos. Tx",barang ga sesuai display ya barang yg dikirim ga ada logonya polos tx,3,Neutral
barang kurang pas ada lengkungan jadi pas di pasng aga menonjol gan,barang kurang pas ada lengkungan jadi pas di pasng aga menonjol gan,3,Neutral
Kemarin saya salah pilih. Dikirain saya bisa buat mic,kemarin saya salah pilih dikirain saya bisa buat mic,3,Neutral
Casing belakang tidak sesuai dg contoh di gambar.,casing belakang tidak sesuai dg contoh di gambar,3,Neutral
mksih ya sis pketn sampai.cepet,mksih ya sis pketn sampai cepet,3,Neutral
"Ada bengkokan di deket tombol power, dan dudukannyaa patah, tapi masih bisa di akalin. Jadi it&#39;s ok lah.",ada bengkokan di deket tombol power dan dudukannyaa patah tapi masih bisa di akalin jadi it s ok lah,3,Neutral
"Barang sudah sampe dengan selamat, paket rapi, aman, suara mantap lah, lumayan Sipp.... Cuma knp tulisan JBL nya ga sklian ditempel dr sana aja ya..... 
Makasih....",barang sudah sampe dengan selamat paket rapi aman suara mantap lah lumayan sipp cuma knp tulisan jbl nya ga sklian ditempel dr sana aja ya makasih,3,Neutral
"udah nunggu beberapa hari . prosen pick up nya lambat (go send nya error) .
ga sabar coba, pas mau pake ternyata cat hitam nya terkelupas .

mohon dicek kembali sebelum pengiriman .

thank you ...",udah nunggu beberapa hari prosen pick up nya lambat go send nya error ga sabar coba pas mau pake ternyata cat hitam nya terkelupas mohon dicek kembali sebelum pengiriman thank you,3,Neutral
Pengiriman cepat. barang oke.. tapi sedikit ngembun...,pengiriman cepat barang oke tapi sedikit ngembun,3,Neutral
Fast respon  terimakasih,fast respon terimakasih,3,Neutral
Ok fast respon tp sayang barangnya dluar ekspektasi.. Kamera gelap,ok fast respon tp sayang barangnya dluar ekspektasi kamera gelap,3,Neutral
"Analognya yg kiri Letoy gan, saya kira di cek dulu/ disortir biar yg dikirim itu gk cacat, tp overall lumayan lah.",analognya yg kiri letoy gan saya kira di cek dulu disortir biar yg dikirim itu gk cacat tp overall lumayan lah,3,Neutral
ada warna pesanan barang yang tidak sesuai,ada warna pesanan barang yang tidak sesuai,3,Neutral
Meski ga sesuai ama pesanan tapi saya pake aja,meski ga sesuai ama pesanan tapi saya pake aja,3,Neutral
"Sesuai hargalah, lumayan buat kerja hehe",sesuai hargalah lumayan buat kerja hehe,3,Neutral
Beli tiga yang satu yang warna peach ukurannya anehh! Besar kesamping!,beli tiga yang satu yang warna peach ukurannya anehh besar kesamping,3,Neutral
barang telah kami terima dgn cepat dan baik.,barang telah kami terima dgn cepat dan baik,3,Neutral
waktu process lumayan cepat ...................................................,waktu process lumayan cepat,3,Neutral
bagus dan kualitasnya ok bngt..,bagus dan kualitasnya ok bngt,3,Neutral
Sdh sampai. Blm sempat nyoba.,sdh sampai blm sempat nyoba,3,Neutral
LUMAYAN BAGUS SUSUAI HARGANYA BAHAN DAN KUALITASNYA..,lumayan bagus susuai harganya bahan dan kualitasnya,3,Neutral
makasih barag usah sampe! ok nanti order di sini lagi,makasih barag usah sampe ok nanti order di sini lagi,3,Neutral
"leher kokoh, tp bagian penghubung k sarung gampang lepas, dikirain kokoh juga.. ini ngeri bs jatuh krn longgar gt antara leher k sarungnya",leher kokoh tp bagian penghubung k sarung gampang lepas dikirain kokoh juga ini ngeri bs jatuh krn longgar gt antara leher k sarungnya,3,Neutral
lumayan untuk dipake bwt jalan2 jadi ada penopangnya sedikit. cocok untuk terapi setelah operasi.,lumayan untuk dipake bwt jalan jadi ada penopangnya sedikit cocok untuk terapi setelah operasi,3,Neutral
"Ukurannya bikin gagal fokus..
Garis putih nya tidak sesuai dengan gambar jadi lumayan lah..",ukurannya bikin gagal fokus garis putih nya tidak sesuai dengan gambar jadi lumayan lah,3,Neutral
deskripsi produk dan fungsinya sesuai. batere hp yg agk mengecewakan. bukan salah tokonya sih.,deskripsi produk dan fungsinya sesuai batere hp yg agk mengecewakan bukan salah tokonya sih,3,Neutral
Lumayan baguslah dgn harga segitu...tq,lumayan baguslah dgn harga segitu tq,3,Neutral
Bagus lah cuman sayang pengiriman tettunda sama aja pake jne mahal di ongkir pake gosend kalau tertunda sperti ini,bagus lah cuman sayang pengiriman tettunda sama aja pake jne mahal di ongkir pake gosend kalau tertunda sperti ini,3,Neutral
brang oke tp pengiriman lama,brang oke tp pengiriman lama,3,Neutral
Speed Nya Beda Sama Dicolok langsung ke usbnya,speed nya beda sama dicolok langsung ke usbnya,3,Neutral
"Sukaa tp kurang nempel hehe pengiriman cepat, packing rapih.",sukaa tp kurang nempel hehe pengiriman cepat packing rapih,3,Neutral
Barang sudah diterima.....Kurang Pas...but thank you,barang sudah diterima kurang pas but thank you,3,Neutral
Kwalitas barang tidak sesuai harapan,kwalitas barang tidak sesuai harapan,3,Neutral
"Lumayan, pesen yg hitam dikirim yg putih! Trus agak panas klo dipake,,,",lumayan pesen yg hitam dikirim yg putih trus agak panas klo dipake,3,Neutral
"Terbaca di handphone as keyboard, jadi kalau lagi connect ga bisa ngetik. Suara cukup jelas, overall bagus.",terbaca di handphone as keyboard jadi kalau lagi connect ga bisa ngetik suara cukup jelas overall bagus,3,Neutral
Terima kasih jam sdh sampai sesuai gambar...,terima kasih jam sdh sampai sesuai gambar,3,Neutral
Kamu dapat yang kamu bayarkan,kamu dapat yang kamu bayarkan,3,Neutral
"terima kasih sudah terima, brg sesuai dengan harapan",terima kasih sudah terima brg sesuai dengan harapan,3,Neutral
"yg maroon ok, yg navy ampun deh melar bgt kya sudah sering dicobain orang, gede bgt, tolong perbaiki kedepannya, pilihkan barang yg baru buat pembeli",yg maroon ok yg navy ampun deh melar bgt kya sudah sering dicobain orang gede bgt tolong perbaiki kedepannya pilihkan barang yg baru buat pembeli,3,Neutral
Sipp...cocok...lanjutkan,sipp cocok lanjutkan,3,Neutral
Bintang 3 dulu karena salah kirim warna and size,bintang dulu karena salah kirim warna and size,3,Neutral
Goooooooooooooodd!!!!!!!!!!!!!!!!!!!!!!!!!!,goooooooooooooodd,3,Neutral
"Pelayanan dan respond seller sangat baik. Bintang 5 lah..
Namun untuk kualitas produk saya kasih bintang 3 yah maaf. Karena memang range jangkauan nya tidak sebagus &#34;iklan&#34; yg beredar. Tetap saja tidak bisa mencover dari lantai 1 rumah saya ke lantai 2.

Anyway.. big thanks buat seller buat pelayanan dan respondnya yg sangat baik",pelayanan dan respond seller sangat baik bintang lah namun untuk kualitas produk saya kasih bintang yah maaf karena memang range jangkauan nya tidak sebagus iklan yg beredar tetap saja tidak bisa mencover dari lantai rumah saya ke lantai anyway big thanks buat seller buat pelayanan dan respondnya yg sangat baik,3,Neutral
"respon cepat, hanya saja barangx basah kami terima, kek habis terendam air.. mgkn expedisi yg teledor. barang sesuai gambar",respon cepat hanya saja barangx basah kami terima kek habis terendam air mgkn expedisi yg teledor barang sesuai gambar,3,Neutral
"Barang sesuai deskripsi, tapi packing kurang rapi.",barang sesuai deskripsi tapi packing kurang rapi,3,Neutral
sesuai dengan deskripsi dan bisa dipakai,sesuai dengan deskripsi dan bisa dipakai,3,Neutral
Brg sdh smpai tp tdk ssuai dgn gambar di display toko,brg sdh smpai tp tdk ssuai dgn gambar di display toko,3,Neutral
"Trm kasih barang sdh sampai tujuan dgn selamat.. 
Packing rapi",trm kasih barang sdh sampai tujuan dgn selamat packing rapi,3,Neutral
Biasa aja kualitas produk. Overprice.,biasa aja kualitas produk overprice,3,Neutral
Batrenya cepat habis :(,batrenya cepat habis,3,Neutral
tos katampi barangna ... teuacan di cobi ... mdah mdahan sae ... hatur nuhunn,tos katampi barangna teuacan di cobi mdah mdahan sae hatur nuhunn,3,Neutral
"Kualitas barang baik, nyaman dipakai. Salah pilih kurir jadi lama. Pelayanan toko cepat, namun barnag yang dikirim tidak sesuai gambar",kualitas barang baik nyaman dipakai salah pilih kurir jadi lama pelayanan toko cepat namun barnag yang dikirim tidak sesuai gambar,3,Neutral
"Lebih cocok buat orang dgn pergelangan tangan kecil! Menurut saya lebih cocok untuk tangan perumpuan/wanita. 
Pengiriman rada lama, kardusnya penyok!",lebih cocok buat orang dgn pergelangan tangan kecil menurut saya lebih cocok untuk tangan perumpuan wanita pengiriman rada lama kardusnya penyok,3,Neutral
Packing rapi .hanya pengiriman yg lama,packing rapi hanya pengiriman yg lama,3,Neutral
kamus sudah diterima.. kiriman cepat.. berfungsi dengan baik.. hanya material.kurang rapii..,kamus sudah diterima kiriman cepat berfungsi dengan baik hanya material kurang rapii,3,Neutral
"Barang sesuai deskripsi cuma sayang, yg saya kebagian yg bermasalah , harus ganti batere .",barang sesuai deskripsi cuma sayang yg saya kebagian yg bermasalah harus ganti batere,3,Neutral
"Barang sesuai deskripsi bos ku.
Terimakasih",barang sesuai deskripsi bos ku terimakasih,3,Neutral
"Terpercaya, tapi kok bahasa china?",terpercaya tapi kok bahasa china,3,Neutral
",,,,,,,,!!!!!!!!!!!!!!!!!!!",,3,Neutral
Tertunda 1 hari. Saya pikir Selasa sudah sampai. Ternyata Senin malam baru dikirim...,tertunda hari saya pikir selasa sudah sampai ternyata senin malam baru dikirim,3,Neutral
Belum di coba kasih bntang 3 dulu,belum di coba kasih bntang dulu,3,Neutral
barang sesuai pesanan tapi pengiriman lama 6 hari karena pake j&amp;amp;t,barang sesuai pesanan tapi pengiriman lama hari karena pake j amp amp t,3,Neutral
Barang sesuai gambar produk.,barang sesuai gambar produk,3,Neutral
bagus.............................,bagus,3,Neutral
"Respon penjual sedikit lama, barang sudah saya test saya colokin ke laptop tp laptop tetap tidak menyala",respon penjual sedikit lama barang sudah saya test saya colokin ke laptop tp laptop tetap tidak menyala,3,Neutral
"permintaan warna putih, dijawab sama pihak toko ""ok"" trus yg dikirim hitam. asal aja.",permintaan warna putih dijawab sama pihak toko ok trus yg dikirim hitam asal aja,3,Neutral
"standar,,,,,,,,,,,,,",standar,3,Neutral
"Respons sih oke,... cuma sayang waktu itu sebelum di kirim tgl 30 sya sdh chat supaya di setting jam dan tanggal dengan benar, ternyata sampai tgl 31 sampe di lihat tanggalan di jam nya tgl 28,.. payah dah,.. harus belajar setting tanggal dan waktu deh pke buku panduan",respons sih oke cuma sayang waktu itu sebelum di kirim tgl sya sdh chat supaya di setting jam dan tanggal dengan benar ternyata sampai tgl sampe di lihat tanggalan di jam nya tgl payah dah harus belajar setting tanggal dan waktu deh pke buku panduan,3,Neutral
barang ok sesuai pesanan tpi sayang pas kita buka box pengaitnya patah but it's ok,barang ok sesuai pesanan tpi sayang pas kita buka box pengaitnya patah but it s ok,3,Neutral
"sudah diterima. speakernya gak nyangka mungil bgt hahaha.. pas ukuran tangan. tp kok suaranya kecil yah, pdhal dr hp udh maks. gak ada tambahan volumenya jg :( yg lainnya sih ok. ada tombol buat next sama prevnya serta pause hehehe.. makasiiiihh~",sudah diterima speakernya gak nyangka mungil bgt hahaha pas ukuran tangan tp kok suaranya kecil yah pdhal dr hp udh maks gak ada tambahan volumenya jg yg lainnya sih ok ada tombol buat next sama prevnya serta pause hehehe makasiiiihh,3,Neutral
"sipppp............ . . .. . .. . . . . 
. . .",sipppp,3,Neutral
Barangnya cukup bagus. Tapi sayangnya nyampenya kok agak telat ya gan. Tapi thx buat barangnya. Cukup bagus,barangnya cukup bagus tapi sayangnya nyampenya kok agak telat ya gan tapi thx buat barangnya cukup bagus,3,Neutral
maaf gan sebelumnya barang sudah sampai tetapi pas saya buka kondisini nya beda2 saya lan beli 2 yg satu bagus yg satunya tapak nya kebuka jadi saya jahit lagi,maaf gan sebelumnya barang sudah sampai tetapi pas saya buka kondisini nya beda saya lan beli yg satu bagus yg satunya tapak nya kebuka jadi saya jahit lagi,3,Neutral
..............................................,,3,Neutral
Pesan warna hitam dikirim warna ungu,pesan warna hitam dikirim warna ungu,3,Neutral
"Qualitas sesuai hargalah..... kemasan juga standard, tapi produknya sejauh ini bisa dipakai..... terimakasih GAn Salam",qualitas sesuai hargalah kemasan juga standard tapi produknya sejauh ini bisa dipakai terimakasih gan salam,3,Neutral
barang sudah sampai..terima kasih,barang sudah sampai terima kasih,3,Neutral
Seusai harga....pengiriman lambat..j&amp;t lambat bgt...,seusai harga pengiriman lambat j amp t lambat bgt,3,Neutral
"Bagus, cantik. Tp seperti pembeli lain keluhannya bag alas mengelupas. Model gak akan awet. Cepet jd bubuk bag dalamnya",bagus cantik tp seperti pembeli lain keluhannya bag alas mengelupas model gak akan awet cepet jd bubuk bag dalamnya,3,Neutral
kualitas barang sesuai harganya,kualitas barang sesuai harganya,3,Neutral
barang sudah sampe sesuai order...tinggal di tes mksh,barang sudah sampe sesuai order tinggal di tes mksh,3,Neutral
"Paket datang dengan baik, barang di bungkus dengan rapih. masalah kualitas belum dicoba, tapi semoga aja awet dan tidak cepat rusak. Trima kasih...",paket datang dengan baik barang di bungkus dengan rapih masalah kualitas belum dicoba tapi semoga aja awet dan tidak cepat rusak trima kasih,3,Neutral
Terima kasih 😁 cepat dan mantap,terima kasih cepat dan mantap,3,Neutral
barang di terima.. barang sesuai dengan harga.. tanks..,barang di terima barang sesuai dengan harga tanks,3,Neutral
"barang dah sampai.. tapi sy salah tafsir, tak pikir 10mm utk lebarnya, ternyata kecil. ya sudahlah bisa buat yg lain. thx",barang dah sampai tapi sy salah tafsir tak pikir mm utk lebarnya ternyata kecil ya sudahlah bisa buat yg lain thx,3,Neutral
"pengiriman cepatttt...... kwalitas barang normal, karena ada dibor perlebar sedikit untuk lubang baut spion nya....",pengiriman cepatttt kwalitas barang normal karena ada dibor perlebar sedikit untuk lubang baut spion nya,3,Neutral
"pengiriman barang cepat, cuman kabelnya aja pendek banget...overall bagus kok",pengiriman barang cepat cuman kabelnya aja pendek banget overall bagus kok,3,Neutral
barang sudah diterima dengan baik mudah-mudahan berkah dan bermanfaat,barang sudah diterima dengan baik mudah mudahan berkah dan bermanfaat,3,Neutral
"lumayan, terima kasih...",lumayan terima kasih,3,Neutral
Papan boardnya udah sampe trims ya.,papan boardnya udah sampe trims ya,3,Neutral
"ok udh sampe,  ga bisa di pake du window 10,",ok udh sampe ga bisa di pake du window,3,Neutral
Terimakasih proses nya cepat sekali,terimakasih proses nya cepat sekali,3,Neutral
"dengan size 42 ternyata ukuran lebar dari sepatu pantofel tersebut agak terlalu lebar, sehingga kelihatan agak kebesaran ketika dipakai, sebab biasanya sepatu dengan size 42 sudah cocok untuk dipakai. Tapi sayangnya tidak terlalu cocok untuk sepatu pantofel ini.

Thanks",dengan size ternyata ukuran lebar dari sepatu pantofel tersebut agak terlalu lebar sehingga kelihatan agak kebesaran ketika dipakai sebab biasanya sepatu dengan size sudah cocok untuk dipakai tapi sayangnya tidak terlalu cocok untuk sepatu pantofel ini thanks,3,Neutral
Nomor tidak di kasih keterangan lebih detail.   Berapa cm. Kegedean jadinya,nomor tidak di kasih keterangan lebih detail berapa cm kegedean jadinya,3,Neutral
"respon cepat, Barang Sesuai Lapak, tapi dari 10barang ada 1 barang yang warna pink cacat, pengait karet bawah nya patah jd karet gak pengikat ke jari nya gk bisa dipasang, jenis cup nya beda dari yg 9 udah gtu kondisinya pecah, entah dari sana nya atu expedisi, krn packing ny kurang aman..

mau return tp nanggung cm 1, jd lbh mahal biaya return..
yg 9 lagi normal...",respon cepat barang sesuai lapak tapi dari barang ada barang yang warna pink cacat pengait karet bawah nya patah jd karet gak pengikat ke jari nya gk bisa dipasang jenis cup nya beda dari yg udah gtu kondisinya pecah entah dari sana nya atu expedisi krn packing ny kurang aman mau return tp nanggung cm jd lbh mahal biaya return yg lagi normal,3,Neutral
Terima kasih telah memproses pesanan saya. Barang sesuai dengan yang di gambar. Semoga awet dan bisa langganan.,terima kasih telah memproses pesanan saya barang sesuai dengan yang di gambar semoga awet dan bisa langganan,3,Neutral
"BARANG SUDAH SAMPAI BARANG SESUAI TERIMAKASIH SIS
CUMA UK.39 BESAR YA .",barang sudah sampai barang sesuai terimakasih sis cuma uk besar ya,3,Neutral
"Terimakasih Gan, Barang Sesuai",terimakasih gan barang sesuai,3,Neutral
Respon cepat &amp; kualitas produk lumayan,respon cepat amp kualitas produk lumayan,3,Neutral
"Beli 2, warna dan black, tapi black nya error dianggap tidak genuine",beli warna dan black tapi black nya error dianggap tidak genuine,3,Neutral
Warna Barang yg dipesan sdg kosong,warna barang yg dipesan sdg kosong,3,Neutral
"minta warna hitam dikirim putih, kurir pilih  j&t yg dipakai jne. meskipun demikian barang dalam kondisi berfungsi baik.",minta warna hitam dikirim putih kurir pilih j t yg dipakai jne meskipun demikian barang dalam kondisi berfungsi baik,3,Neutral
Isinya lbh kecil dibandingkan dengan yg warna abu2,isinya lbh kecil dibandingkan dengan yg warna abu,3,Neutral
"Gamepadnya sudah sampai kualitasnya cukup , tombol dan analog responsif , getar 1 di sebelah kiri , penggiriman cepat kurang dari 1 hari recommended seller",gamepadnya sudah sampai kualitasnya cukup tombol dan analog responsif getar di sebelah kiri penggiriman cepat kurang dari hari recommended seller,3,Neutral
"Terima kasih, Barang sudah sampai, pengiriman cepat, respon baik,  sayang tidak sesuai deskripsi, harusnya ada tambahan adapter kecil usb ke micro, dan setelah dicoba ternyata tidak bisa digunakan dgn samsung a7 2018, mungkin tidak support entah tv nya atau handphone nya",terima kasih barang sudah sampai pengiriman cepat respon baik sayang tidak sesuai deskripsi harusnya ada tambahan adapter kecil usb ke micro dan setelah dicoba ternyata tidak bisa digunakan dgn samsung a mungkin tidak support entah tv nya atau handphone nya,3,Neutral
Bagus Tidak sesuai gambar ya,bagus tidak sesuai gambar ya,3,Neutral
"Sesuai deskripsi, respon dan pelayanan cukup baik, packing kurang aman, trims",sesuai deskripsi respon dan pelayanan cukup baik packing kurang aman trims,3,Neutral
product sesuai dgn budget,product sesuai dgn budget,3,Neutral
"Barang sesuai gambar nya,thanks",barang sesuai gambar nya thanks,3,Neutral
"Barang sudah diterima sesuai pesanan, proses dari order sampai pengiriman paket ke expedisi lumayan cepat  dan diterima sesuai  jadwal walaupun pakai expedisi yang murah tapi tidak murahan (Wahana), trims sukses selalu untuk semua.",barang sudah diterima sesuai pesanan proses dari order sampai pengiriman paket ke expedisi lumayan cepat dan diterima sesuai jadwal walaupun pakai expedisi yang murah tapi tidak murahan wahana trims sukses selalu untuk semua,3,Neutral
waktu process lumayan cepat ...................................................,waktu process lumayan cepat,3,Neutral
simpLe keciL dan mantab akurasi pointernya,simple kecil dan mantab akurasi pointernya,3,Neutral
"pesen hitam yg sampai biru..
hadeuuuh..... lain kali cek lagi gan...",pesen hitam yg sampai biru hadeuuuh lain kali cek lagi gan,3,Neutral
Sesuai harga... saat menembak harus ditekan dengan keras,sesuai harga saat menembak harus ditekan dengan keras,3,Neutral
Barang sudah diterima dengan selamat tq..,barang sudah diterima dengan selamat tq,3,Neutral
Warna tidak sesuai permintaan,warna tidak sesuai permintaan,3,Neutral
Proses pengiriman lambat bukan dr ekspedisinya,proses pengiriman lambat bukan dr ekspedisinya,3,Neutral
sesuai harga laahhh.... 😂,sesuai harga laahhh,3,Neutral
bagus sesuai gambar dan pengiriman lumayan cepat,bagus sesuai gambar dan pengiriman lumayan cepat,3,Neutral
karetnya Ada baiknya dilapisi Kain agar tidak sakit,karetnya ada baiknya dilapisi kain agar tidak sakit,3,Neutral
Respon cepet kiriman packing juga mantap. Hanya barang sesuai dengan harga. Ukuran 43 tapi ko kekecilan banget.,respon cepet kiriman packing juga mantap hanya barang sesuai dengan harga ukuran tapi ko kekecilan banget,3,Neutral
"puassbgt,ongkirnya murah,cpet nyampen packibgan rapi",puassbgt ongkirnya murah cpet nyampen packibgan rapi,3,Neutral
Barang datang sesuai yang dipesan tapi sayang banget tutup penyok....respon penjual lambat,barang datang sesuai yang dipesan tapi sayang banget tutup penyok respon penjual lambat,3,Neutral
Barang ssuai diskripsi,barang ssuai diskripsi,3,Neutral
barang oke responx cepat tp u/ pengirimannya agak lama,barang oke responx cepat tp u pengirimannya agak lama,3,Neutral
ok bos ........................................................,ok bos,3,Neutral
Trims... barangnya dah nyampe.........,trims barangnya dah nyampe,3,Neutral
akan lebih baik kalo lebih murah lagi,akan lebih baik kalo lebih murah lagi,3,Neutral
"pengiriman cepat, tp sayang setelah dicoba kualitas gambar tidak sesuai harapan di malam hari walapun pakai lampu yang terang.. TV out tidak berfungsi dan mode 1080 tidak ada.",pengiriman cepat tp sayang setelah dicoba kualitas gambar tidak sesuai harapan di malam hari walapun pakai lampu yang terang tv out tidak berfungsi dan mode tidak ada,3,Neutral
"memuaskan , iya memuaskan sesuai keinginan tang diinginkan",memuaskan iya memuaskan sesuai keinginan tang diinginkan,3,Neutral
Barang sdh di trm dgn baik dan sdh dpt di mainkan anak sy,barang sdh di trm dgn baik dan sdh dpt di mainkan anak sy,3,Neutral
......................,,3,Neutral
makasih barang sdh sampai........,makasih barang sdh sampai,3,Neutral
"Mayan,hanya pengirimannya sangat mengecewakan",mayan hanya pengirimannya sangat mengecewakan,3,Neutral
"Suaranya bagus, tp sayang mic na mati.",suaranya bagus tp sayang mic na mati,3,Neutral
"Tombol on off  mengganjal, menonjol di lapisan bwh.Pouch tidak ada ,pdhl wkt ditanya ada, mengecewakan.",tombol on off mengganjal menonjol di lapisan bwh pouch tidak ada pdhl wkt ditanya ada mengecewakan,3,Neutral
Tombol joystick banyak yang tertukar dan ngaco. Udah di setting pake emulator tetep gabisa. Not recommended,tombol joystick banyak yang tertukar dan ngaco udah di setting pake emulator tetep gabisa not recommended,3,Neutral
Barangnya bagus cuma sayang batrenya cepat habis jadi harus sering dicharge,barangnya bagus cuma sayang batrenya cepat habis jadi harus sering dicharge,3,Neutral
respon dan pengiriman cepat. tapi sayang produk yg dikirimkan salah dan itu fatal. mohon lebih teliti lagi ya. thx,respon dan pengiriman cepat tapi sayang produk yg dikirimkan salah dan itu fatal mohon lebih teliti lagi ya thx,3,Neutral
yh lumayan lah bintang yg menentukan!!!,yh lumayan lah bintang yg menentukan,3,Neutral
"saya kira warna sesuai dengan gambar, ternyata warnanya hitam, selebihnya respon dan proses cepat. terima kasih.",saya kira warna sesuai dengan gambar ternyata warnanya hitam selebihnya respon dan proses cepat terima kasih,3,Neutral
Bagusssssssss....okkkkk,bagusssssssss okkkkk,3,Neutral
thanks you .........................................,thanks you,3,Neutral
"sesuai dengan foto, tapi packingnya kurang, karna tidak terbungkus tambahan hnya dari kardus asli saja",sesuai dengan foto tapi packingnya kurang karna tidak terbungkus tambahan hnya dari kardus asli saja,3,Neutral
"Produk bagus, lumayanlah daripada beli di tempat ecek-ecek. Semoga awet.",produk bagus lumayanlah daripada beli di tempat ecek ecek semoga awet,3,Neutral
"agak kurang memuaskan, soalnya barangnya kalau dipakai kurang nyaman",agak kurang memuaskan soalnya barangnya kalau dipakai kurang nyaman,3,Neutral
"Thanks gan,  barang sudah sampai",thanks gan barang sudah sampai,3,Neutral
Barang sampai dengan selamat dan sesuai dengan pesanan.,barang sampai dengan selamat dan sesuai dengan pesanan,3,Neutral
Sip oke mantap cepat...,sip oke mantap cepat,3,Neutral
Barang sudah sampai kemasan rapi terimakasih sukses selalu,barang sudah sampai kemasan rapi terimakasih sukses selalu,3,Neutral
