text,text_clean,rating,sentiment,is_augmented
perasaan ane dah bilang tolong kirim item dengan kualitas terbaik deh.. ini arah di pencet di lepas gak balik.. tp yasudahlah.. ckckck -_-&#34;,perasaan ane dah bilang tolong kirim item dengan kualitas terbaik deh ini arah di pencet di lepas gak balik tp yasudahlah ckckck,2,Negative,True
perasaan ane dah bilang kirim barang dengan kualitas terbaik deh.. ini arah di pencet di gak yasudahlah.. balik.. yasudahlah.. ckckck -_-&#34;,perasaan ane dah bilang kirim barang dengan kualitas terbaik deh ini arah di pencet di gak yasudahlah balik yasudahlah ckckck,2,Negative,True
"Barang rusak, tidak bisa dipakai error terusss",barang rusak tidak bisa dipakai error terusss,1,Negative,True
"terusss Barang rusak, tidak bisa dipakai error terusss",terusss barang rusak tidak bisa dipakai error terusss,1,Negative,True
"Penjual gk ada respon, item eror",penjual gk ada respon item eror,1,Negative,True
"gk ada respon, barang eror eror",gk ada respon barang eror eror,1,Negative,True
"Maaf, entah dari sananya kualitas produknya sudah kurang bagus, atau barangnya defect, belom ada 1 seminggu dipakai tapi analog kirinya sudah macet (suka keatas sendiri).",maaf entah dari sananya kualitas produknya sudah kurang bagus atau barangnya defect belom ada seminggu dipakai tapi analog kirinya sudah macet suka keatas sendiri,2,Negative,True
"Maaf, entah dari sananya kualitas produknya sudah kurang atau barangnya defect, belom ada 1 dipakai dipakai tapi kirinya sudah macet keatas sendiri).",maaf entah dari sananya kualitas produknya sudah kurang atau barangnya defect belom ada dipakai dipakai tapi kirinya sudah macet keatas sendiri,2,Negative,True
Dikirim produk ruksak wkwkwk,dikirim produk ruksak wkwkwk,1,Negative,True
Dikirim barang wkwkwk ruksak wkwkwk,dikirim barang wkwkwk ruksak wkwkwk,1,Negative,True
"Barang tidak sampai sudah sekitar 1 bulan, katanya ada masalah dengan JNE, padahal produk sudah diterima kembali oleh penjual pada tanggal 7 januari 2019. Saya minta dikirim ulang karena saya tidak mau rugi di ongkir, tapi penjual tidak ada respons. Otomatis pada tanggal 14 januari 2019, uang seharga nominal barang kembali ke saldo saya sedangkan uang untuk ongkir hangus, saya jadi rugi.",barang tidak sampai sudah sekitar bulan katanya ada masalah dengan jne padahal produk sudah diterima kembali oleh penjual pada tanggal januari saya minta dikirim ulang karena saya tidak mau rugi di ongkir tapi penjual tidak ada respons otomatis pada tanggal januari uang seharga nominal barang kembali ke saldo saya sedangkan uang untuk ongkir hangus saya jadi rugi,1,Negative,True
"tidak sampai sudah sekitar 1 bulan, katanya ada masalah dengan JNE, padahal barang sudah diterima kembali oleh penjual pada tanggal 7 januari 2019. Saya minta dikirim karena saya tidak tidak mau rugi di ongkir, tapi penjual tidak ada respons. Otomatis tanggal 14 januari uang seharga nominal barang kembali ke saldo sedangkan uang untuk ongkir hangus, saya jadi rugi.",tidak sampai sudah sekitar bulan katanya ada masalah dengan jne padahal barang sudah diterima kembali oleh penjual pada tanggal januari saya minta dikirim karena saya tidak tidak mau rugi di ongkir tapi penjual tidak ada respons otomatis tanggal januari uang seharga nominal barang kembali ke saldo sedangkan uang untuk ongkir hangus saya jadi rugi,1,Negative,True
"Barang rusak, stik retak dikirim",barang rusak stik retak dikirim,1,Negative,True
"rusak, Barang rusak, stik retak dikirim",rusak barang rusak stik retak dikirim,1,Negative,True
"Trims, joystick sudah sampe (pengiriman cepat), seller fast response.",trims joystick sudah sampe pengiriman cepat seller fast response,2,Negative,True
"Trims, joystick sudah sampe (pengiriman seller fast fast response.",trims joystick sudah sampe pengiriman seller fast fast response,2,Negative,True
"Framenya clunky. Tombol mappingnya gabener , o jadi segitiga .dll Yah budget gaming boz.",framenya clunky tombol mappingnya gabener o jadi segitiga dll yah budget gaming boz,2,Negative,True
"Framenya clunky. Tombol mappingnya gabener , gabener o jadi segitiga .dll Yah budget gaming",framenya clunky tombol mappingnya gabener gabener o jadi segitiga dll yah budget gaming,2,Negative,True
Stick yang datang ada 2 tombol yang tidak berfungsi,stick yang datang ada tombol yang tidak berfungsi,2,Negative,True
Stick yang datang ada berfungsi 2 tombol yang tidak berfungsi,stick yang datang ada berfungsi tombol yang tidak berfungsi,2,Negative,True
Masa dikirimnya ke nomer 3 padahal di situ sudah tertulis alamatnya nomer 33 Untungnya masih tetangga saya jadi tau,masa dikirimnya ke nomer padahal di situ sudah tertulis alamatnya nomer untungnya masih tetangga saya jadi tau,2,Negative,True
Masa dikirimnya tertulis ke nomer 3 padahal di situ sudah tertulis alamatnya nomer 33 Untungnya masih saya jadi tau,masa dikirimnya tertulis ke nomer padahal di situ sudah tertulis alamatnya nomer untungnya masih saya jadi tau,2,Negative,True
barang sudah tiba dan langsung ditest. Button arah bawah tidak berfungsi. Padahal deskripsi ditest sebelum dikirim.,barang sudah tiba dan langsung ditest button arah bawah tidak berfungsi padahal deskripsi ditest sebelum dikirim,1,Negative,True
barang sudah berfungsi. sampai dan langsung ditest. Button arah bawah tidak berfungsi. Padahal deskripsi sebelum dikirim.,barang sudah berfungsi sampai dan langsung ditest button arah bawah tidak berfungsi padahal deskripsi sebelum dikirim,1,Negative,True
Ga kedetect Ga bisa dipake zzzzzz,ga kedetect ga bisa dipake zzzzzz,1,Negative,True
Ga kedetect Ga dipake zzzzzz Ga,ga kedetect ga dipake zzzzzz ga,1,Negative,True
"Barang ga bisa di pake, gimana dong saya mau tuker tolong dongg, punya orang soalnyaaa",barang ga bisa di pake gimana dong saya mau tuker tolong dongg punya orang soalnyaaa,1,Negative,True
"Barang ga bisa di pake, gimana saya dong saya mau tuker tolong dongg, punya orang soalnyaaa",barang ga bisa di pake gimana saya dong saya mau tuker tolong dongg punya orang soalnyaaa,1,Negative,True
tidak bisa digunakan,tidak bisa digunakan,2,Negative,True
tidak bisa tidak digunakan,tidak bisa tidak digunakan,2,Negative,True
"Pesan 2pcs tp dikirimnya satu, minta tlg dikirim kekurangan produk tp katanya gak bs, cm bisa di transfer balik uangnya.",pesan pcs tp dikirimnya satu minta tlg dikirim kekurangan produk tp katanya gak bs cm bisa di transfer balik uangnya,2,Negative,True
"Pesan 2pcs tp bs, dikirimnya satu, minta tlg dikirim kekurangan tp katanya gak bs, cm bisa transfer balik uangnya.",pesan pcs tp bs dikirimnya satu minta tlg dikirim kekurangan tp katanya gak bs cm bisa transfer balik uangnya,2,Negative,True
"lumayanlah tapi analog kiri stiknya gak berfungsi, padahal udah saya setting di emulatornya, tapi analog kanannya bisa.",lumayanlah tapi analog kiri stiknya gak berfungsi padahal udah saya setting di emulatornya tapi analog kanannya bisa,2,Negative,True
"lumayanlah tapi analog kiri stiknya berfungsi, padahal udah saya setting di tapi setting analog kanannya bisa.",lumayanlah tapi analog kiri stiknya berfungsi padahal udah saya setting di tapi setting analog kanannya bisa,2,Negative,True
bingung install softwarenya gak komplit atau memang gak support di windows 8,bingung install softwarenya gak komplit atau memang gak support di windows,1,Negative,True
bingung install softwarenya gak komplit atau atau memang gak di windows 8,bingung install softwarenya gak komplit atau atau memang gak di windows,1,Negative,True
"barang sampe, sablon miring",barang sampe sablon miring,2,Negative,True
"barang sampe, sablon miring sampe,",barang sampe sablon miring sampe,2,Negative,True
Barang nya ga dateng tpi tulisannya sudah datang,barang nya ga dateng tpi tulisannya sudah datang,1,Negative,True
Barang nya dateng ga dateng tpi tulisannya sudah datang,barang nya dateng ga dateng tpi tulisannya sudah datang,1,Negative,True
Gabisa d pake. Ga nyala sama sekali,gabisa d pake ga nyala sama sekali,1,Negative,True
Gabisa d Ga nyala sama Gabisa,gabisa d ga nyala sama gabisa,1,Negative,True
"Sudah chat minta nota tapi g dikasih,dimintain solusi gak dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",sudah chat minta nota tapi g dikasih dimintain solusi gak dibalas barang dikirim tanpa bubblewarp mohon diperbaiki pelayanan kedepannya,1,Negative,True
"Sudah chat minta nota tapi g dikasih,dimintain minta solusi dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",sudah chat minta nota tapi g dikasih dimintain minta solusi dibalas barang dikirim tanpa bubblewarp mohon diperbaiki pelayanan kedepannya,1,Negative,True
"Barang tak terkirim, tpi udah refund kok",barang tak terkirim tpi udah refund kok,1,Negative,True
"Barang tpi tak terkirim, tpi refund",barang tpi tak terkirim tpi refund,1,Negative,True
kabelnya lumayan Cuman kurang cocok untuk ap outdoor,kabelnya lumayan cuman kurang cocok untuk ap outdoor,1,Negative,True
kabelnya lumayan Cuman kurang outdoor cocok ap outdoor,kabelnya lumayan cuman kurang outdoor cocok ap outdoor,1,Negative,True
"Murah boleh lah tapi jangan kedekut, kasih dus buat packing nya jadi produk ga ancur macam nih.",murah boleh lah tapi jangan kedekut kasih dus buat packing nya jadi produk ga ancur macam nih,1,Negative,True
"Murah boleh lah tapi jangan kedekut, kasih dus buat packing nya jadi barang ga ancur macam nih. kasih",murah boleh lah tapi jangan kedekut kasih dus buat packing nya jadi barang ga ancur macam nih kasih,1,Negative,True
"Paking ga pake babelwraap,barang ga matching pesanan,ada 1 dus genius isi logitec ,wrna juga ga sesuai...parah,jadi ragu ori bukan barangnya,ga cocok deskripsi",paking ga pake babelwraap barang ga matching pesanan ada dus genius isi logitec wrna juga ga sesuai parah jadi ragu ori bukan barangnya ga cocok deskripsi,1,Negative,True
"Paking pake babelwraap,barang ga sesuai pesanan,ada 1 dus isi ,wrna ori juga ragu ori barangnya,ga sesuai deskripsi",paking pake babelwraap barang ga sesuai pesanan ada dus isi wrna ori juga ragu ori barangnya ga sesuai deskripsi,1,Negative,True
"paket sudah diterima,packing ala kadarnya",paket sudah diterima packing ala kadarnya,2,Negative,True
"paket diterima,packing ala kadarnya ala",paket diterima packing ala kadarnya ala,2,Negative,True
Kirimnya ga pas pesen warna biru dikirim warna putih....... mengecewakan -_-,kirimnya ga pas pesen warna biru dikirim warna putih mengecewakan,1,Negative,True
Kirimnya ga sesuai pesen ga warna biru dikirim warna putih....... kecewa -_-,kirimnya ga sesuai pesen ga warna biru dikirim warna putih kecewa,1,Negative,True
"cepet rusak analognya, jadi skrg pake yg normal lagi...kurang baik",cepet rusak analognya jadi skrg pake yg normal lagi kurang baik,2,Negative,True
"rusak analognya, jadi skrg pake bagus yg normal bagus",rusak analognya jadi skrg pake bagus yg normal bagus,2,Negative,True
"barang sudah sampai,,respon cpat lumayan gan",barang sudah sampai respon cpat lumayan gan,2,Negative,True
"barang sudah sampai,,respon sudah lumayan gan",barang sudah sampai respon sudah lumayan gan,2,Negative,True
"BARANG RUSAK DIJUAL, KIPAS KAGA MUTER",barang rusak dijual kipas kaga muter,1,Negative,True
"BARANG RUSAK DIJUAL, KIPAS KAGA MUTER BARANG",barang rusak dijual kipas kaga muter barang,1,Negative,True
Barangnya pecah ketika tiba,barangnya pecah ketika tiba,1,Negative,True
Barangnya pecah pecah sampai,barangnya pecah pecah sampai,1,Negative,True
sangat tidak recommend. tidak matching gambar (kualitas sangat rendah). kipas mau copot. waktu tiba barang nya patah dan penjual tidak ada respon sama sekali.,sangat tidak recommend tidak matching gambar kualitas sangat rendah kipas mau copot waktu tiba barang nya patah dan penjual tidak ada respon sama sekali,1,Negative,True
sangat tidak recommend. tidak sesuai gambar (kualitas sangat kipas mau copot. waktu sampai barang nya patah dan penjual ada respon tidak sama sekali.,sangat tidak recommend tidak sesuai gambar kualitas sangat kipas mau copot waktu sampai barang nya patah dan penjual ada respon tidak sama sekali,1,Negative,True
Jelek Tidak mantap 👎👎👎👎👎,jelek tidak mantap,1,Negative,True
Tidak bagus 👎👎👎👎👎 👎👎👎👎👎,tidak bagus,1,Negative,True
Baru dipake sehari udh rusak,baru dipake sehari udh rusak,1,Negative,True
Baru sehari dipake sehari udh rusak,baru sehari dipake sehari udh rusak,1,Negative,True
walau item berbeda tetapi respons penjual cukup baik,walau item berbeda tetapi respons penjual cukup baik,2,Negative,True
walau barang berbeda tetapi respons penjual cukup bagus respons,walau barang berbeda tetapi respons penjual cukup bagus respons,2,Negative,True
barang datang sesuai deskripsi tapi kenapa waktu di pakai langsung rusak ya? kayaknya ga kuat tenaga nya klo sampai 10 meter.... klo pakai yang pendek bisa jalan,barang datang sesuai deskripsi tapi kenapa waktu di pakai langsung rusak ya kayaknya ga kuat tenaga nya klo sampai meter klo pakai yang pendek bisa jalan,1,Negative,True
barang sampai sesuai tapi kenapa waktu di pakai langsung rusak ya? kayaknya ga kuat tenaga klo sampai meter.... klo pakai rusak yang pendek jalan,barang sampai sesuai tapi kenapa waktu di pakai langsung rusak ya kayaknya ga kuat tenaga klo sampai meter klo pakai rusak yang pendek jalan,1,Negative,True
"Barang tidak bisa di pakai, gak ada merek, gak ada quality check slot usm female gak bisa buat dimasukin usb male 🙂 seller juga gak gentle karna sudah request cancel masih saja di kirim 🙂",barang tidak bisa di pakai gak ada merek gak ada quality check slot usm female gak bisa buat dimasukin usb male seller juga gak gentle karna sudah request cancel masih saja di kirim,1,Negative,True
"Barang dimasukin bisa di pakai, gak ada merek, gak ada quality check slot usm female gak bisa dimasukin usb male 🙂 seller juga gak gentle karna sudah request cancel saja di kirim 🙂",barang dimasukin bisa di pakai gak ada merek gak ada quality check slot usm female gak bisa dimasukin usb male seller juga gak gentle karna sudah request cancel saja di kirim,1,Negative,True
"Agak beda dengan gambar produk yg dipajang (merk &amp; bungkusnya) yg digambar lebih kokoh penguatnya ada merk juga.. yang ini beda polos banget, USB lama kedeteknya di PC, sudah kedetek lama bukanya padahal dimasukin slot USB 3.0, pakai modem jg putus2 arusnya. Sepertinya kepanjangan walaupun pake penguat. Kalo Seller respon segera Recomended cuma kendala di kurir pengiriman saja.",agak beda dengan gambar produk yg dipajang merk amp bungkusnya yg digambar lebih kokoh penguatnya ada merk juga yang ini beda polos banget usb lama kedeteknya di pc sudah kedetek lama bukanya padahal dimasukin slot usb pakai modem jg putus arusnya sepertinya kepanjangan walaupun pake penguat kalo seller respon segera recomended cuma kendala di kurir pengiriman saja,1,Negative,True
"Agak beda produk yg dipajang (merk &amp; bungkusnya) yg digambar lebih kokoh penguatnya ada merk juga.. yang ini beda polos lama kedeteknya di PC, sudah kedetek lama kurir bukanya padahal dimasukin slot USB 3.0, pakai modem jg putus2 arusnya. Sepertinya kepanjangan walaupun pake penguat. Kalo Seller cepat Recomended cuma kendala di kurir pengiriman saja.",agak beda produk yg dipajang merk amp bungkusnya yg digambar lebih kokoh penguatnya ada merk juga yang ini beda polos lama kedeteknya di pc sudah kedetek lama kurir bukanya padahal dimasukin slot usb pakai modem jg putus arusnya sepertinya kepanjangan walaupun pake penguat kalo seller cepat recomended cuma kendala di kurir pengiriman saja,1,Negative,True
"Maaf Gan, bintangnya cuma 2... Ketika dipasang di laptop saya, gambar yang dihasilkan dari usb ke hdmi, resolusinya malah turun....",maaf gan bintangnya cuma ketika dipasang di laptop saya gambar yang dihasilkan dari usb ke hdmi resolusinya malah turun,2,Negative,True
"Maaf Gan, bintangnya cuma 2... Ketika dipasang di laptop saya, gambar dihasilkan dari usb hdmi, resolusinya Ketika malah turun....",maaf gan bintangnya cuma ketika dipasang di laptop saya gambar dihasilkan dari usb hdmi resolusinya ketika malah turun,2,Negative,True
mkc y ...........................,mkc y,1,Negative,True
mkc y y ...........................,mkc y y,1,Negative,True
mantap soul deh seller ini item rusak dikirim sy retur untunglah uang saya kembali walau nunggu lama g masalah dah,mantap soul deh seller ini item rusak dikirim sy retur untunglah uang saya kembali walau nunggu lama g masalah dah,1,Negative,True
mantap soul deh seller ini barang rusak dikirim sy retur untunglah uang saya kembali walau nunggu lama g masalah seller,mantap soul deh seller ini barang rusak dikirim sy retur untunglah uang saya kembali walau nunggu lama g masalah seller,1,Negative,True
Kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang baik buat pembeli....saya mengecewakan karena dia bagian antenanya ada bagian yang patah parah. Pekingnya kurang bagus..dusnya penyok,kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang baik buat pembeli saya mengecewakan karena dia bagian antenanya ada bagian yang patah parah pekingnya kurang bagus dusnya penyok,1,Negative,True
Kalau tokonya mau di nilai dengan baik berikan juga yang buat pembeli....saya kecewa karena dia bagian antenanya ada bagian yang patah parah. Pekingnya penyok kurang bagus..dusnya penyok,kalau tokonya mau di nilai dengan baik berikan juga yang buat pembeli saya kecewa karena dia bagian antenanya ada bagian yang patah parah pekingnya penyok kurang bagus dusnya penyok,1,Negative,True
"-Pesan 2,satu oke tapi satu mal fungsi/tidak berfungsi Mau di komplen harus retur dan ongkir bolak balik 18rb Mending beli baru deh di lain toko Padahal sudah dikasih catatan agar dicek sebelumnya - untuk masalah pengiriman saya pakai gojek instan, proses sebentar saja langsung dikirim -Tolong QC lebih diperhatikan lagi -Mereknya juga bukan M-Tech seperti di gambar, tapi nisuta, haduh parah deh",pesan satu oke tapi satu mal fungsi tidak berfungsi mau di komplen harus retur dan ongkir bolak balik rb mending beli baru deh di lain toko padahal sudah dikasih catatan agar dicek sebelumnya untuk masalah pengiriman saya pakai gojek instan proses sebentar saja langsung dikirim tolong qc lebih diperhatikan lagi mereknya juga bukan m tech seperti di gambar tapi nisuta haduh parah deh,2,Negative,True
"-Pesan 2,satu oke tapi satu mal fungsi/tidak berfungsi Mau di retur dan ongkir bolak balik 18rb Mending beli baru deh di lain toko Padahal sudah dikasih catatan dicek sebelumnya - untuk masalah saya gojek proses sebentar saja langsung dikirim -Tolong QC lebih diperhatikan lagi -Mereknya juga bukan M-Tech seperti di tapi nisuta, saja haduh parah deh",pesan satu oke tapi satu mal fungsi tidak berfungsi mau di retur dan ongkir bolak balik rb mending beli baru deh di lain toko padahal sudah dikasih catatan dicek sebelumnya untuk masalah saya gojek proses sebentar saja langsung dikirim tolong qc lebih diperhatikan lagi mereknya juga bukan m tech seperti di tapi nisuta saja haduh parah deh,2,Negative,True
Kecewa sekali barang baru diterima udah remuk,kecewa sekali barang baru diterima udah remuk,1,Negative,True
Kecewa sekali barang baru diterima udah Kecewa,kecewa sekali barang baru diterima udah kecewa,1,Negative,True
Pesen M-Tech yang Datang Merk NISUA.... AMPUUUUN....,pesen m tech yang datang merk nisua ampuuuun,2,Negative,True
Pesen M-Tech yang Datang Datang Merk NISUA.... AMPUUUUN....,pesen m tech yang datang datang merk nisua ampuuuun,2,Negative,True
Barang yang dikirim tidak matching dengan yang dipesan.,barang yang dikirim tidak matching dengan yang dipesan,2,Negative,True
Barang yang dikirim tidak sesuai Barang dengan yang dipesan.,barang yang dikirim tidak sesuai barang dengan yang dipesan,2,Negative,True
"Barang datang dengan tidak selamat, entah rusak di kurir atau dari penjual, 1 bagian stick patah dan tidak berfungsi, tidak puas gan :)",barang datang dengan tidak selamat entah rusak di kurir atau dari penjual bagian stick patah dan tidak berfungsi tidak puas gan,1,Negative,True
"Barang sampai dengan selamat, rusak di kurir atau dari penjual, 1 bagian atau patah dan tidak berfungsi, kecewa gan",barang sampai dengan selamat rusak di kurir atau dari penjual bagian atau patah dan tidak berfungsi kecewa gan,1,Negative,True
Speakernya tidak stereo alias MONO,speakernya tidak stereo alias mono,1,Negative,True
Speakernya MONO tidak stereo alias MONO,speakernya mono tidak stereo alias mono,1,Negative,True
Barang nya tiba jne yang salah mungkin gara² ke lempar atau apa jadi gak bisa di pakai,barang nya tiba jne yang salah mungkin gara ke lempar atau apa jadi gak bisa di pakai,1,Negative,True
Barang nya sampai jne apa yang salah mungkin gara² ke lempar atau apa jadi gak bisa di,barang nya sampai jne apa yang salah mungkin gara ke lempar atau apa jadi gak bisa di,1,Negative,True
"Tidak berfungsi dengan baik, hanya bisa untuk mouse",tidak berfungsi dengan baik hanya bisa untuk mouse,1,Negative,True
"Tidak berfungsi dengan baik, hanya bisa untuk mouse Tidak",tidak berfungsi dengan baik hanya bisa untuk mouse tidak,1,Negative,True
Isi product ga pas gambarnya dan pesanan,isi product ga pas gambarnya dan pesanan,1,Negative,True
product Isi product ga sesuai gambarnya dan pesanan,product isi product ga sesuai gambarnya dan pesanan,1,Negative,True
Produk tidak berfungsi..tidak dapat menjangkau wifi yang hanya jarak 100M saja.. Saya kecewa..,produk tidak berfungsi tidak dapat menjangkau wifi yang hanya jarak m saja saya kecewa,1,Negative,True
Produk tidak berfungsi..tidak dapat wifi yang hanya 100M jarak 100M saja.. Saya kecewa..,produk tidak berfungsi tidak dapat wifi yang hanya m jarak m saja saya kecewa,1,Negative,True
Barang Sampai Cepat tapi Kok tidak bisa digunakan yaa,barang sampai cepat tapi kok tidak bisa digunakan yaa,1,Negative,True
Barang Sampai Cepat tapi bisa Kok tidak bisa digunakan yaa,barang sampai cepat tapi bisa kok tidak bisa digunakan yaa,1,Negative,True
"Walaupun barang yang ente kirim rusak, tapi pelayanan ente memuaskan Bintang 6 akan saya berikan, toko ini not recomended, kapok dah belanja di toko ini.",walaupun barang yang ente kirim rusak tapi pelayanan ente memuaskan bintang akan saya berikan toko ini not recomended kapok dah belanja di toko ini,1,Negative,True
"barang yang ente kirim ini. rusak, tapi pelayanan memuaskan Bintang 6 akan saya berikan, toko ini not kapok dah belanja toko ini.",barang yang ente kirim ini rusak tapi pelayanan memuaskan bintang akan saya berikan toko ini not kapok dah belanja toko ini,1,Negative,True
"produk sesuai,, tapi pengiriman masalah mustinya gran cepet jadi nunda 3 hari",produk sesuai tapi pengiriman masalah mustinya gran cepet jadi nunda hari,2,Negative,True
"barang sesuai,, tapi pengiriman masalah mustinya gran cepet jadi masalah nunda 3 hari",barang sesuai tapi pengiriman masalah mustinya gran cepet jadi masalah nunda hari,2,Negative,True
Okokokokololokokokok,okokokokololokokokok,1,Negative,True
Okokokokololokokokok,okokokokololokokokok,1,Negative,True
Kualitas produk sangat buruk baru 4 hari pakai sudah tidak berfungsi,kualitas produk sangat buruk baru hari pakai sudah tidak berfungsi,1,Negative,True
Kualitas produk sangat buruk baru baru 4 hari pakai sudah tidak berfungsi,kualitas produk sangat buruk baru baru hari pakai sudah tidak berfungsi,1,Negative,True
Kualitas ga bagus.. tidak bsa untuk POE router cma kedip2 aja...Yaaa pas sih sama harga,kualitas ga bagus tidak bsa untuk poe router cma kedip aja yaaa pas sih sama harga,2,Negative,True
Kualitas sama ga bagus.. tidak bsa untuk POE router cma kedip2 aja...Yaaa sesuai sih sama harga,kualitas sama ga bagus tidak bsa untuk poe router cma kedip aja yaaa sesuai sih sama harga,2,Negative,True
Tidak berfungsi..........,tidak berfungsi,1,Negative,True
berfungsi.......... Tidak berfungsi..........,berfungsi tidak berfungsi,1,Negative,True
"Saya pakai untuk jarak kira2 12 meter, ditambah keatas dan kebawah sekitar 7 meter, tapi kabelnya pas banget panjangnya. Padahal sengaja pilih yg 30 meter karena takut kalau pilih yg 20 menter terlalu ketat. Kesimpulannya adalah panjang kabel TIDAK JUJUR, BUKAN 30 METER.",saya pakai untuk jarak kira meter ditambah keatas dan kebawah sekitar meter tapi kabelnya pas banget panjangnya padahal sengaja pilih yg meter karena takut kalau pilih yg menter terlalu ketat kesimpulannya adalah panjang kabel tidak jujur bukan meter,2,Negative,True
"Saya pakai untuk jarak kira2 12 meter, keatas dan kebawah sekitar 7 tapi kabelnya pas banget panjangnya. sengaja pilih yg 30 karena kalau pilih yg 20 menter terlalu ketat. Kesimpulannya adalah panjang kabel TIDAK JUJUR, BUKAN 30 METER. TIDAK",saya pakai untuk jarak kira meter keatas dan kebawah sekitar tapi kabelnya pas banget panjangnya sengaja pilih yg karena kalau pilih yg menter terlalu ketat kesimpulannya adalah panjang kabel tidak jujur bukan meter tidak,2,Negative,True
Panjang asli 25m bukan 30m,panjang asli m bukan m,2,Negative,True
Panjang bukan asli 25m bukan,panjang bukan asli m bukan,2,Negative,True
Pesan yg 30M produk datang diukur hanya 20M,pesan yg m produk datang diukur hanya m,1,Negative,True
Pesan Pesan yg 30M barang datang 20M,pesan pesan yg m barang datang m,1,Negative,True
Penjual tidak melakukan pengechekan produk dengan baik. Sehingga produk yang terima rusak . Semoga tidak terulang kwmbali.Semoga sukses,penjual tidak melakukan pengechekan produk dengan baik sehingga produk yang terima rusak semoga tidak terulang kwmbali semoga sukses,1,Negative,True
Penjual terulang tidak melakukan pengechekan produk dengan Sehingga barang yang sampai . Semoga tidak terulang kwmbali.Semoga sukses,penjual terulang tidak melakukan pengechekan produk dengan sehingga barang yang sampai semoga tidak terulang kwmbali semoga sukses,1,Negative,True
Pengiriman sehari nympe 3 hari....ga sesuai...bikin khawatir aja.,pengiriman sehari nympe hari ga sesuai bikin khawatir aja,1,Negative,True
Pengiriman sehari nympe 3 sesuai...bikin Pengiriman khawatir aja.,pengiriman sehari nympe sesuai bikin pengiriman khawatir aja,1,Negative,True
"Tidak matching deskripsi, yang saya terima 24m kurang",tidak matching deskripsi yang saya terima m kurang,1,Negative,True
"Tidak sesuai deskripsi, yang sesuai terima 24m kurang",tidak sesuai deskripsi yang sesuai terima m kurang,1,Negative,True
"Tidak berfungsi, item jelek, tokonya jg tukang tipu, beli 3 kirim 1",tidak berfungsi item jelek tokonya jg tukang tipu beli kirim,1,Negative,True
"Tidak berfungsi, barang jelek, tokonya 1 tukang tipu, beli 3 kirim 1",tidak berfungsi barang jelek tokonya tukang tipu beli kirim,1,Negative,True
Kaya dikasi produk bekas pakai,kaya dikasi produk bekas pakai,1,Negative,True
Kaya dikasi barang bekas pakai pakai,kaya dikasi barang bekas pakai pakai,1,Negative,True
"Yang di kirim ke saya bukan cocok FA180PM111, tetapi untungnya masi bisa di pake di laptop saya....",yang di kirim ke saya bukan cocok fa pm tetapi untungnya masi bisa di pake di laptop saya,1,Negative,True
"di kirim ke saya bukan sesuai FA180PM111, tetapi untungnya di tetapi pake laptop saya....",di kirim ke saya bukan sesuai fa pm tetapi untungnya di tetapi pake laptop saya,1,Negative,True
Barang baru 24 hari udah mledak.. Ngeriii,barang baru hari udah mledak ngeriii,1,Negative,True
Barang 24 hari mledak.. udah mledak.. Ngeriii,barang hari mledak udah mledak ngeriii,1,Negative,True
"Spec produk yg datang tidak cocok gambar (68+ series, 4300 mAh) Battery yg kami terima 68 series, kapasitas hanya 1910 mAh...mohon respon nya kak After 3 days of no reliable response... ---please update gambar &amp; deskripsi sesuai stock---",spec produk yg datang tidak cocok gambar series mah battery yg kami terima series kapasitas hanya mah mohon respon nya kak after days of no reliable response please update gambar amp deskripsi sesuai stock,1,Negative,True
"yg barang yg datang sesuai gambar series, 4300 mAh) Battery yg kami terima 68 kapasitas 1910 mAh...mohon nya kak 3 days of no reliable response... ---please update gambar &amp; deskripsi sesuai stock---",yg barang yg datang sesuai gambar series mah battery yg kami terima kapasitas mah mohon nya kak days of no reliable response please update gambar amp deskripsi sesuai stock,1,Negative,True
Ga kepake. Jelek . Rusak,ga kepake jelek rusak,1,Negative,True
Ga kepake. Rusak Jelek . Rusak,ga kepake rusak jelek rusak,1,Negative,True
payahh.. blum 1 bulan udah rusak,payahh blum bulan udah rusak,2,Negative,True
payahh.. 1 blum 1 bulan udah rusak,payahh blum bulan udah rusak,2,Negative,True
Relatif kilat tetapi ada baiknya untuk check qualitas item sebelum kirim Cz baru d pake kabel konslet,relatif kilat tetapi ada baiknya untuk check qualitas item sebelum kirim cz baru d pake kabel konslet,2,Negative,True
Relatif tetapi ada baiknya untuk check qualitas qualitas barang Cz baru d pake kabel konslet,relatif tetapi ada baiknya untuk check qualitas qualitas barang cz baru d pake kabel konslet,2,Negative,True
"Ancurrrr,, dikasihnya produk bekas, udah gitu Rusak pula, Payah kalau tidak korporatif, tidak puas sangat !!!",ancurrrr dikasihnya produk bekas udah gitu rusak pula payah kalau tidak korporatif tidak puas sangat,1,Negative,True
